"CODIGO_FILIAL";"TICKET";DATA_VENDA;"ITEM";"TERMINAL";"LANCAMENTO_CAIXA";"NUMERO_CUPOM_FISCAL";"PERIODO_FECHAMENTO";"VENDEDOR";"VENDEDOR_APELIDO";"PRODUTO";"DESC_PRODUTO";"COR_PRODUTO";TAMANHO;QTDE;QTDE_LIQUIDA;QTDE_TROCA;VALOR_LIQUIDO_VENDA;VALOR_TROCA;VALOR_DESCONTOS;VALOR_PAGO;VALOR_FRETE;VALOR_VENDA_BRUTA;"MATERIAL";"PERIODO_PCP";"TABELA_OPERACOES";"TIPO_PRODUTO";"TABELA_MEDIDAS";"GRUPO_PRODUTO";"SUBGRUPO_PRODUTO";"COLECAO";"GRADE";"LINHA";"GRIFFE";"CARTELA";"REFER_FABRICANTE";"MODELAGEM";"FABRICANTE";"ESTILISTA";"MODELISTA";"TAM";"COD_CATEGORIA";"CATEGORIA_PRODUTO";"SUBCATEGORIA_PRODUTO"
"3058  ";"00033719";09/01/26;"0005";"001";"091Q006";"";"01";"1114";"CRIS                     ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034017";27/01/26;"0012";"001";"271Q019";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;0.29;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034022";27/01/26;"0009";"001";"271Q01F";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;0;0;69;0;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034022";27/01/26;"0010";"001";"271Q01F";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;0;0;69;0;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034023";27/01/26;"0003";"001";"271Q020";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;0;0;69;0;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034136";03/02/26;"0003";"001";"032Q003";"";"01";"1114";"CRIS                     ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034061";30/01/26;"0001";"001";"301Q003";"";"01";"1114";"CRIS                     ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;68.94;0;0.06;68.94;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00035606";12/05/26;"0001";"001";"125Q00E";"";"01";"5237";"DANIELLE                 ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";3;1;1;0;219;0;0;219;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"M/L     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00035272";25/04/26;"0002";"001";"254Q006";"";"01";"5237";"DANIELLE                 ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";2;1;1;0;219;0;0;219;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"S/M     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034987";10/04/26;"0009";"001";"104Q00F";"";"01";"5237";"DANIELLE                 ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";2;1;1;0;218.71;0;0.29;218.71;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"S/M     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00035512";08/05/26;"0001";"001";"085Q015";"";"01";"1530";"MARCIA                   ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";2;1;1;0;219;0;0;219;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"S/M     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00033897";20/01/26;"0005";"001";"201Q00B";"";"01";"4351";"MILLA                    ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";2;1;1;0;218.79;0;0.21;218.79;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"S/M     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00035567";09/05/26;"0005";"001";"095Q024";"";"01";"1530";"MARCIA                   ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";3;1;1;0;218.39;0;0.61;218.39;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"M/L     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00036389";30/06/26;"0005";"001";"306Q012";"";"01";"1530";"MARCIA                   ";"AI00CS      ";"COPPE SILICONE                          ";"479J      ";2;1;1;0;218.63;0;0.37;218.63;0;219;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"TAGLIE XS/S-L/XL ACC COPP";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CS                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"S/M     ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034546";09/03/26;"0001";"001";"093Q009";"";"01";"1114";"CRIS                     ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034201";07/02/26;"0010";"001";"072Q011";"";"01";"5237";"DANIELLE                 ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;68.89;0;0.11;68.89;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034294";14/02/26;"0003";"001";"142Q012";"";"01";"1114";"CRIS                     ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;36.96;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00035560";09/05/26;"0003";"001";"095Q01D";"";"01";"1530";"MARCIA                   ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00036063";10/06/26;"0001";"001";"106Q01B";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00036073";11/06/26;"0002";"001";"116Q008";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;0;0;69;0;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00036399";30/06/26;"0004";"001";"306Q01C";"";"01";"1077";"GERENTE                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034885";01/04/26;"0003";"001";"014Q012";"";"01";"5237";"DANIELLE                 ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00036467";04/07/26;"0001";"001";"047Q006";"";"01";"5290";"LARISSA                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;68.74;0;0.26;68.74;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00036488";04/07/26;"0003";"001";"047Q01B";"";"01";"5290";"LARISSA                  ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;69;0;0;69;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
"3058  ";"00034573";12/03/26;"0007";"001";"123Q00A";"";"01";"5237";"DANIELLE                 ";"AI00CC      ";"COPRICAPEZZOLI                          ";"4379_V4   ";1;1;1;0;68.82;0;0.18;68.82;0;69;"";"";"";"PRODUTO ACABADO          ";"";"ACESSORIOS               ";"ACESSORIOS               ";"1     ";"Z_TAGLIE_I003 TAGLIA UNIC";"INTIMISSIMI              ";"INTIMISSIMI ( IN )       ";"      ";"AI00CC                   ";"";"CALZEDONIA S.P.A.        ";"                         ";"                         ";"TU      ";"1     ";"SENHORA                  ";"SENHORA                  "
